title,price,Bedrooms,square_feet,full_address,monthly,apartment,cats_allowed,dogs_allowed,laundry_on_site,air_conditioning,off_street_parking,EV_charging,washer_dryer_in_unit,carport,no_smoking,attached_garage,detached_garage,laundry_in_bldg,fee_needed_to_apply,wheelchair_accessible,no_parking,furnished,street_parking,no_laundry_on_site,house,washer_dryer_hookups,latitude,longitude,nearest_budget_grocery_store_distance,nearest_budget_grocery_store,nearest_midTier_grocery_store_distance,nearest_midTier_grocery_store,nearest_premium_grocery_store_distance,nearest_premium_grocery_store
1 Bedroom 1 BA in West Los Angeles With SS Appliances | Patio/Balcony,2595,1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0391339,-118.4567968,0.4381306677698006,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5295776066118012,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.9214992104584244,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
1 Bedroom in West L.A./Culver City | Air Conditioning | Granite,2250,1br,650,"3230 Overland Avenue, Culver City, CA 90034",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0291156,-118.4141723,1.438614253363398,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.1161827996168483,"Ralphs - 11361 National Blvd, Los Angeles",1.4370715044658868,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1 Bedroom 1 Bath in Westwood ~ Controlled Access ~ 2 Weeks Free,2950,1br,750,"10989 Rochester Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0555797,-118.4453829,1.38245356993932,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.471311210069299,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3104425510478443,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Furnished Co-living in Westwood ^ Recently Renovated ^ SS Appliances,1695,1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.05462920000001,-118.4377134,1.2430146310836918,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.6316962734280558,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.1828998733098586,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"Recently Renovated 1 Bedroom in Westwood | SS Appliances, Central A/C",3325,1br,640,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0676797,-118.4532517,2.0291176114610407,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5970860781106915,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.5762949311362707,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"Utilities Included, SPECIALS, Furnished Co-Living in West Los Angeles",1995,1br,199,"Butler Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.037859,-118.4453239,0.4502276071574607,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.295439445367508,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.1126323695097928,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"Enough living space for all your needs. 1 bed, 1 bath. Check us out!",4700,1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02276390000001,-118.4095784,1.869103946656898,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.3781279930386157,"Ralphs - 11361 National Blvd, Los Angeles",1.625450064234588,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"This place will feel like home! 1 bed, 1 bath available! 435 Sq Ft!",4700,1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02276390000001,-118.4095784,1.869103946656898,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.3781279930386157,"Ralphs - 11361 National Blvd, Los Angeles",1.625450064234588,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Westwood Village 1 Bedroom Suite + Air Conditioning + Great Value!,3395,1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0607377,-118.442397,1.6875540611640667,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1319742802189153,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2613725629326833,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom in West Los Angeles - Air Conditioning - Covered Parking,2500,1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
"Central Air & Heat, 1 Bedroom in the heart of Beautiful Westwood",2725,1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Renovated 1 Bedroom in West Los Angeles ^ Walk-In Closets,2895,1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Laundry On-Site + Vinyl Plank Floors + 1 Bedroom in West Los Angeles,2350,1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"☕ 1 BEDROOM in Westwood | SS Appliances, Heated Pool, Gym ☕",3395,1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0645792,-118.4404699,1.9374579202382136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2474595287696011,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.4378235490587268,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
*Summer Vibes daily in your 1 Bedroom on Abbot Kinney,2750,1br,550,"2701 Aboot Kinney Blvd, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9880192,-118.4544552,0.542828696811196,"Costco Bakery - 13463 Washington Blvd, Marina Del Rey",0.6939636578396138,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",0.4526608355472984,"Erewhon - 585 Venice Blvd., Venice"
1 Bedroom in Marina Del Rey with Balcony - Central Air & Heat,3295,1br,750,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Remodeled 1 Bedroom 1 Bath in Brentwood - Central AC/Heat - Call Now!,3195,1br,600,None listed,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"Elevator Access, Emergency Maintenance, 1 BD",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
Charming 1 Bedroom in Santa Monica + Breakfast Bar + Patio/Balcony,3668,1br,596,"1427 7th Street, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0184271,-118.4914626,1.9865121569743,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2195909452711867,"Trader Joe's - 500 Broadway, Santa Monica",1.012109509764756,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
"Washbox Dry Cleaning Services, Controlled Access",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
"Bright, clean, spacious, 1 bed, 720 sq ft, resort caliber amenities",3360,1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
We have the perfect 1 bed 1 bath for you and your pets! Tour today!,3360,1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
"1 Bedroom in Westwood, Wood Style Floors, Brand New Gym, Heated Pool",3395,1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0645792,-118.4404699,1.9374579202382136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2474595287696011,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.4378235490587268,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom Suite in Westwood Village * Spacious Closets * Fireplace,3395,1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0607377,-118.442397,1.6875540611640667,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1319742802189153,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2613725629326833,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"10670 Ayres Ave., #2 Los Angeles, CA 90064",1995,1br,550,"10670 Ayres Ave., #2 Los Angeles, CA 90064, Los Angeles, CA 90064",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0411552,-118.4238687,0.8458149059349354,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.174746088945796,"Ralphs - 11361 National Blvd, Los Angeles",1.2811074690157451,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
"1 Bedroom in Culver City/Westside, Sauna, Spa/Hot Tub, Zen Garden",2408,1br,700,"3201 Overland Avenue, Culver City, CA 90034",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0293284,-118.415593,1.3575391916505606,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0395032901897605,"Ralphs - 11361 National Blvd, Los Angeles",1.365218431371953,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1 Bedroom in West Los Angeles  | Vinyl Plank Flooring | Gas Range,2500,1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
1 Bedroom in Westwood - Perfect for Students in UCLA - Call Now!,2725,1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Patio/Balcony * 1 Bedroom 1 Bath in West Los Angeles * Call Now!,2500,1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
1 Bedroom in Century City - Fireplace - SS Appliances - Quartz,2895,1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"1 Bedroom in Westwood, Ideal for Students, Ceiling Fans, Huge Closets",2725,1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
1 Bedroom 1 BA in Culver City ^ Billiards Room ^ Remodeled ^ Parking,2895,1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"1 Bedroom in West Los Angeles, Laundry On-Site, Ceiling Fan",2350,1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"10672 Ayres Ave. #4,  Los Angeles, CA 90064",1995,1br,550,"10672 Ayres Ave. #4,  Los Angeles, CA 90064, los angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04117,-118.42385,0.8471874129484623,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.1761468530529875,"Ralphs - 11361 National Blvd, Los Angeles",1.2812286422739998,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Looking for a lovely 1 Bed / 1 bath? Search no more! 435 Sq Feet,4700,1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02276390000001,-118.4095784,1.869103946656898,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.3781279930386157,"Ralphs - 11361 National Blvd, Los Angeles",1.625450064234588,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1 Bedroom 1 Bath in Palms || A/C | Wood Style Floors | SS Appliances,2150,1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1 Bedroom in Westwood - Air Conditioning - Renovated - Plank Floors,2595,1br,688,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Fitness Room -W/D in Unit -Newly Renovated 1 Bedroom in Santa Monica,3150,1br,475,None listed,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Newly Renovated 1+1 in Santa Monica + Pet-Friendly + Refrigerator,3095,1br,720,None listed,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"Newly Renovated 1+1 in Westwood w/ Vinyl Plank Flooring, A/C, Fridge",2395,1br,707,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Comfortable 1B Apt* Laundry & Parking* Quiet neighborhood! *,2195,1br,,"4524 S Slauson Ave, Culver City, CA 90230",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.997523,-118.4125201,1.9699800252835216,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",1.9446024113885796,"Ralphs Fresh Fare - 4700 Admiralty Way, Marina Del Rey",2.2581067817696354,"Whole Foods Market - 11666 National Blvd, Los Angeles"
OPEN HOUSE SHOWING THIS WEEK,2750,1br,775,"630 San Vicente Blvd, Santa Monica, CA 90402",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0315532,-118.5076559,2.5411122744593984,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",1.074549682640775,"Vons - 1311 Wilshire Blvd, Santa Monica",0.7509356075896833,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
OPEN HOUSE this weekend 11-5pm,2750,1br,775,"630 San Vicente Blvd, Santa Monica, CA 90402",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0315532,-118.5076559,2.5411122744593984,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",1.074549682640775,"Vons - 1311 Wilshire Blvd, Santa Monica",0.7509356075896833,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
"1 Bed, Wi-Fi Lounge, On-Site Management",2745,1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0231252,-118.4011724,2.2853002620687057,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.8516730720341996,"Ralphs - 11361 National Blvd, Los Angeles",2.107168380183992,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1 Bedroom in the Heart of Venice ~ SS Appliances ~ Call Us Today!,3095,1br,750,"232-236 Third Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9979274,-118.4765675,0.7318708830495178,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.8790119394669738,"Ralphs - 910 Lincoln Blvd, Venice",0.4434081629044986,"Whole Foods Market - 225 Lincoln Blvd, Venice"
Comfortable 1 BR / 1 BA with private washer and dryer,3360,1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98891589999999,-118.4443491,0.2903232522877552,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",0.3285198032733971,"Ralphs Fresh Fare - 4311 Lincoln Blvd, Marina Del Rey",1.017899644724615,"Erewhon - 585 Venice Blvd., Venice"
CULVER CITY ADJ 1 Bedroom + $500 Off M/I + Vinyl Plank Floors,1950,1br,600,"3244 Overland Avenue, Palms, CA 90034",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0287074,-118.4139794,1.4592778669025663,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.1220954463903732,"Ralphs - 11361 National Blvd, Los Angeles",1.438879571460433,"Whole Foods Market - 11666 National Blvd, Los Angeles"
Wood Style Floors ^ Modern Junior 1+1 in West LA/Westside ^ Sauna,2350,1br,630,None listed,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"1bd 1ba, Elevator Access, Emergency Maintenance",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
Beautiful one-bedroom apartment with balcony!,2800,1br,650,"1505 9th Street, Apt. 206, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0189254,-118.488331,1.872007319954909,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.3171907332478382,"Trader Joe's - 500 Broadway, Santa Monica",1.0267736431995322,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
"Controlled Access, Elevator Access, Seating Areas",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
1 Bedroom 1 Bath in West Los Angeles | Ceiling Fan | Assigned Parking,2325,1br,700,"1323 Federal Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0475503,-118.4569787,0.6835855839332764,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.6047611200794256,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.727241086826514,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
Tons of Closet Space |  1 Bedroom in West Los Angeles | Quartz | A/C,2595,1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0391339,-118.4567968,0.4381306677698006,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5295776066118012,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.9214992104584244,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
